Papel;Cotação;Tipo;Data últ cot;Empresa;Min 52 sem;Setor;Max 52 sem;Subsetor;Vol $ méd (2m);Valor de mercado;Últ balanço processado;Valor da firma;Nro. Ações;P/L;LPA;P/VP;VPA;P/EBIT;Marg. Bruta;PSR;Marg. EBIT;P/Ativos;Marg. Líquida;P/Cap. Giro;EBIT / Ativo;P/Ativ Circ Liq;ROIC;Div. Yield;ROE;EV / EBITDA;Liquidez Corr;EV / EBIT;Div Br/ Patrim;Cres. Rec (5a);Giro Ativos;Ativo;Dív. Bruta;Disponibilidades;Dív. Líquida;Ativo Circulante;Patrim. Líq;Receita Líquida;EBIT;Lucro Líquido
BRDT3;28,99;ON NM;21/02/2020;PETROBRAS BR ON NM;19,73;Petróleo, Gás e Biocombustíveis;31,09;Exploração e/ou Refino e Distribuição;163.723.000;33.773.300.000;30/09/2019;36.084.400.000;1.165.000.000;9,08;3,19;3,52;8,24;15,95;6,0%;0,35;2,2%;1,27;3,9%;8,01;7,9%;-9,04;10,1%;9,1%;38,7%;13,87;1,46;17,05;0,65;0,3%;3,60;26.685.000.000;6.220.000.000;3.909.000.000;2.311.000.000;13.345.000.000;9.602.000.000;24.360.000.000;461.000.000;1.336.000.000
BRFS3;30,36;ON NM;21/02/2020;BRF Foods ON NM;19,49;Alimentos;40,50;Carnes e Derivados;169.064.000;24.666.700.000;30/09/2019;39.123.300.000;812.473.000;-10,61;-2,86;3,45;8,80;12,47;23,9%;0,84;6,8%;0,57;-8,0%;7,30;4,6%;-1,30;6,6%;0,0%;-32,5%;9,91;1,25;19,78;2,95;-0,0%;0,67;43.351.500.000;21.077.100.000;6.620.470.000;14.456.700.000;17.013.800.000;7.149.920.000;8.459.490.000;793.569.000;293.907.000
BRGE11;9,62;PNE;21/02/2020;CONSORCIO ALFA PNE;4,56;Financeiros;15,68;Bancos;1.184;708.474.000;30/09/2019;-989.615.000;73.646.000;14,24;0,68;0,60;16,04;-1,70;-226,4%;25,49;-1.501,8%;0,22;268,5%;1,21;-12,8%;1,45;-26,9%;3,6%;4,2%;2,38;1,41;2,37;-;-1,5%;0,01;3.251.910.000;0;1.698.090.000;-1.698.090.000;1.999.780.000;1.181.120.000;7.145.000;-108.763.000;15.667.000
BRGE12;5,84;PNF;19/02/2020;CONSORCIO ALFA PNF;2,81;Financeiros;8,18;Bancos;18.541;430.093.000;30/09/2019;-1.268.000.000;73.646.000;8,64;0,68;0,36;16,04;-1,03;-226,4%;15,48;-1.501,8%;0,13;268,5%;0,74;-12,8%;0,88;-26,9%;0,0%;4,2%;3,05;1,41;3,04;-;-1,5%;0,01;3.251.910.000;0;1.698.090.000;-1.698.090.000;1.999.780.000;1.181.120.000;7.145.000;-108.763.000;15.667.000
BRGE3;8,40;ON;21/02/2020;CONSORCIO ALFA ON;3,89;Financeiros;17,32;Bancos;57.366;618.626.000;30/09/2019;-1.079.460.000;73.646.000;12,43;0,68;0,52;16,04;-1,48;-226,4%;22,26;-1.501,8%;0,19;268,5%;1,06;-12,8%;1,26;-26,9%;0,0%;4,2%;2,59;1,41;2,59;-;-1,5%;0,01;3.251.910.000;0;1.698.090.000;-1.698.090.000;1.999.780.000;1.181.120.000;7.145.000;-108.763.000;15.667.000
BRGE5;21,70;PNA;06/01/2020;CONSORCIO ALFA PNA;3,70;Financeiros;43,44;Bancos;8.996;1.598.120.000;30/09/2019;-99.971.800;73.646.000;32,12;0,68;1,35;16,04;-3,83;-226,4%;57,51;-1.501,8%;0,49;268,5%;2,74;-12,8%;3,26;-26,9%;0,0%;4,2%;0,24;1,41;0,24;-;-1,5%;0,01;3.251.910.000;0;1.698.090.000;-1.698.090.000;1.999.780.000;1.181.120.000;7.145.000;-108.763.000;15.667.000
BRGE6;10,15;PNB;19/02/2020;CONSORCIO ALFA PNB;8,33;Financeiros;39,06;Bancos;25;747.507.000;30/09/2019;-950.583.000;73.646.000;15,02;0,68;0,63;16,04;-1,79;-226,4%;26,90;-1.501,8%;0,23;268,5%;1,28;-12,8%;1,53;-26,9%;6,9%;4,2%;2,29;1,41;2,28;-;-1,5%;0,01;3.251.910.000;0;1.698.090.000;-1.698.090.000;1.999.780.000;1.181.120.000;7.145.000;-108.763.000;15.667.000
BRGE8;7,96;PND;23/01/2020;CONSORCIO ALFA PND;4,63;Financeiros;12,51;Bancos;14.750;586.222.000;30/09/2019;-1.111.870.000;73.646.000;11,78;0,68;0,50;16,04;-1,40;-226,4%;21,09;-1.501,8%;0,18;268,5%;1,00;-12,8%;1,20;-26,9%;3,6%;4,2%;2,67;1,41;2,66;-;-1,5%;0,01;3.251.910.000;0;1.698.090.000;-1.698.090.000;1.999.780.000;1.181.120.000;7.145.000;-108.763.000;15.667.000
BRIV3;8,50;ON;21/02/2020;ALFA DE INVESTIMENTO ON;5,60;Financeiros;10,51;Bancos;16.008;753.108.000;30/09/2019;-;88.601.000;11,59;0,73;0,51;16,69;-;-;-;-;-;0,0%;-;0,0%;-;-;0,0%;4,4%;-;-;-;-;11,7%;-;13.417.100.000;1.900.860.000;2.015.860.000;1.478.470.000;19.575.000;10.922.000;14.701.000
BRIV4;10,00;PN;21/02/2020;ALFA DE INVESTIMENTO PN;6,28;Financeiros;11,07;Bancos;26.433;886.010.000;30/09/2019;-;88.601.000;13,64;0,73;0,60;16,69;-;-;-;-;-;0,0%;-;0,0%;-;-;5,6%;4,4%;-;-;-;-;11,7%;-;13.417.100.000;1.900.860.000;2.015.860.000;1.478.470.000;19.575.000;10.922.000;14.701.000
BRKM3;33,36;ON N1;21/02/2020;BRASKEM ON N1;27,07;Químicos;55,00;Petroquímicos;527.552;26.595.200.000;30/09/2019;47.549.500.000;797.219.000;55,36;0,60;3,66;9,11;8,38;13,1%;0,49;5,8%;0,41;0,4%;-4,38;4,8%;-0,69;6,4%;2,5%;6,6%;7,29;0,77;14,99;3,85;4,7%;0,83;65.463.800.000;27.957.500.000;7.003.180.000;20.954.300.000;20.500.300.000;7.263.760.000;13.368.200.000;646.544.000;-887.798.000
BRKM5;30,60;PNA N1;21/02/2020;BRASKEM PNA N1;25,41;Químicos;54,50;Petroquímicos;134.831.000;24.394.900.000;30/09/2019;45.349.200.000;797.219.000;50,78;0,60;3,36;9,11;7,69;13,1%;0,45;5,8%;0,37;0,4%;-4,01;4,8%;-0,63;6,4%;2,7%;6,6%;6,95;0,77;14,29;3,85;4,7%;0,83;65.463.800.000;27.957.500.000;7.003.180.000;20.954.300.000;20.500.300.000;7.263.760.000;13.368.200.000;646.544.000;-887.798.000
BRKM6;26,30;PNB N1;11/02/2020;BRASKEM PNB N1;22,50;Químicos;29,00;Petroquímicos;1.719;20.966.900.000;30/09/2019;41.921.200.000;797.219.000;43,65;0,60;2,89;9,11;6,61;13,1%;0,38;5,8%;0,32;0,4%;-3,45;4,8%;-0,54;6,4%;2,3%;6,6%;6,43;0,77;13,21;3,85;4,7%;0,83;65.463.800.000;27.957.500.000;7.003.180.000;20.954.300.000;20.500.300.000;7.263.760.000;13.368.200.000;646.544.000;-887.798.000
BRML3;17,87;ON;21/02/2020;BR MALLS PARTICIPAÇÔES S/A ON;10,75;Exploração de Imóveis;19,22;Exploração de Imóveis;140.732.000;15.595.600.000;30/09/2019;17.580.900.000;872.728.000;9,96;1,79;1,47;12,18;17,31;89,1%;12,43;71,8%;0,87;133,2%;29,35;5,0%;-2,65;5,2%;5,5%;14,7%;19,08;2,07;19,51;0,26;-2,4%;0,07;18.015.300.000;2.720.600.000;735.384.000;1.985.210.000;1.026.630.000;10.629.400.000;314.550.000;233.767.000;258.462.000
BRPR3;14,70;ON NM;21/02/2020;BR PROPERTIES ON NM;8,30;Exploração de Imóveis;16,46;Exploração de Imóveis;35.868.600;7.225.200.000;31/12/2019;7.760.560.000;491.510.000;23,21;0,63;1,00;14,66;28,73;100,0%;19,05;66,3%;0,73;82,1%;6,05;2,5%;-5,83;2,9%;0,0%;4,3%;30,86;4,86;30,86;0,25;-12,8%;0,04;9.946.280.000;1.800.800.000;1.265.430.000;535.367.000;1.502.460.000;7.204.070.000;87.498.000;55.017.000;396.566.000
BRSR3;23,00;ON;21/02/2020;BANRISUL S/A ON;20,51;Financeiros;24,74;Bancos;58.671;9.406.400.000;31/12/2019;-;408.974.000;7,00;3,29;1,21;19,05;-;-;-;-;-;0,0%;-;0,0%;-;-;5,4%;17,3%;-;-;-;-;11,6%;-;80.994.800.000;53.673.000.000;30.468.800.000;7.792.370.000;1.117.750.000;309.384.000;397.154.000
BRSR5;23,00;PNA;20/02/2020;BANRISUL S/A PNA;21,78;Financeiros;29,66;Bancos;6.352;9.406.400.000;31/12/2019;-;408.974.000;7,00;3,29;1,21;19,05;-;-;-;-;-;0,0%;-;0,0%;-;-;5,6%;17,3%;-;-;-;-;11,6%;-;80.994.800.000;53.673.000.000;30.468.800.000;7.792.370.000;1.117.750.000;309.384.000;397.154.000
BRSR6;19,37;PNB;21/02/2020;BANRISUL S/A PNB;19,07;Financeiros;25,55;Bancos;31.725.700;7.921.830.000;31/12/2019;-;408.974.000;5,89;3,29;1,02;19,05;-;-;-;-;-;0,0%;-;0,0%;-;-;6,4%;17,3%;-;-;-;-;11,6%;-;80.994.800.000;53.673.000.000;30.468.800.000;7.792.370.000;1.117.750.000;309.384.000;397.154.000
BSEV3;4,84;ON NM;21/02/2020;BIOSEV ON NM;2,32;Alimentos;7,67;Açucar e Alcool;2.642.300;4.938.880.000;31/12/2019;10.575.600.000;1.020.430.000;-6,36;-0,76;22,16;0,22;13,61;14,3%;0,83;6,1%;0,48;-13,1%;25,19;3,5%;-0,74;3,8%;0,0%;-348,5%;5,06;1,06;29,13;26,51;-0,9%;0,58;10.269.600.000;5.906.160.000;269.429.000;5.636.730.000;3.330.090.000;222.826.000;1.389.550.000;44.155.000;2.957.000
BTOW3;72,76;ON;21/02/2020;B2W - COMPANHIA GLOBAL DO VAREJO ON;29,63;Comércio;76,56;Produtos Diversos;138.469.000;38.070.100.000;31/12/2019;38.020.200.000;523.229.000;-119,63;-0,61;6,64;10,96;247,26;29,7%;5,63;2,3%;2,37;-4,7%;8,27;1,0%;-42,76;2,3%;0,0%;-5,5%;56,19;1,95;246,94;1,12;-8,2%;0,42;16.056.600.000;6.433.340.000;6.483.300.000;-49.958.400;9.431.730.000;5.734.430.000;2.326.430.000;192.626.000;51.104.000
BTTL3;8,22;ON;21/02/2020;APABA ON;3,41;Holdings Diversificadas;11,25;Holdings Diversificadas;101.919;122.157.000;30/06/2019;136.734.000;14.861.000;-22,48;-0,37;25,28;0,33;13,12;14,5%;0,28;2,1%;1,03;-1,2%;24,30;7,9%;-1,95;10,4%;0,0%;-112,5%;12,24;1,11;14,68;4,53;-5,9%;3,71;118.565.000;21.886.000;7.309.000;14.577.000;51.242.000;4.832.000;125.166.000;3.189.000;3.452.000
CALI4;50,21;PN;31/01/2020;CAL S/A PN;50,08;Construção e Engenharia;72,20;Construção Civil;1.225;18.678.100;30/09/2019;18.435.100;372.000;-1,76;-28,46;2,05;24,51;-0,91;-17,2%;3,08;-339,2%;0,57;-174,3%;4,16;-63,1%;-1,37;-64,8%;5,6%;-116,1%;-0,90;1,83;-0,89;-;-44,1%;0,19;32.643.000;0;243.000;-243.000;9.885.000;9.116.000;756.000;-5.979.000;-5.933.000
CAMB3;6,89;ON;21/02/2020;PENALTY ON;6,50;Tecidos, Vestuário e Calçados;8,90;Calçados;693.466;289.242.000;30/09/2019;351.810.000;41.980.000;17,57;0,39;4,08;1,69;12,90;42,9%;1,27;9,9%;1,18;7,3%;30,57;9,1%;-4,64;9,9%;0,0%;23,2%;11,87;1,09;15,69;0,95;-7,1%;0,92;245.815.000;67.474.000;4.906.000;62.568.000;112.959.000;70.840.000;59.725.000;7.948.000;4.144.000
CAMB4;6,25;PN;20/12/2019;PENALTY PN;2,95;Tecidos, Vestuário e Calçados;6,25;Calçados;0;262.375.000;30/09/2019;324.943.000;41.980.000;15,94;0,39;3,70;1,69;11,70;42,9%;1,16;9,9%;1,07;7,3%;27,73;9,1%;-4,21;9,9%;0,0%;23,2%;10,97;1,09;14,50;0,95;-7,1%;0,92;245.815.000;67.474.000;4.906.000;62.568.000;112.959.000;70.840.000;59.725.000;7.948.000;4.144.000
CAML3;9,30;ON NM;21/02/2020;CAMIL ON NM;6,31;Alimentos;9,83;Alimentos Diversos;13.394.400;3.441.000.000;31/08/2019;4.805.800.000;370.000.000;10,10;0,92;1,52;6,10;13,63;24,0%;0,68;5,0%;0,64;6,7%;2,06;4,7%;19,13;6,3%;2,1%;15,1%;12,95;2,02;19,03;0,99;14,3%;0,94;5.390.020.000;2.233.850.000;869.047.000;1.364.800.000;3.311.400.000;2.258.460.000;1.223.550.000;56.008.000;40.115.000
CARD3;13,17;ON NM;21/02/2020;CSU CARDSYST ON NM;5,89;Serviços;15,60;Serviços Diversos;7.733.540;550.506.000;30/09/2019;641.451.000;41.800.000;20,83;0,63;2,19;6,02;16,47;24,1%;1,30;7,9%;1,12;6,2%;-120,09;6,8%;-4,90;8,1%;1,9%;10,5%;7,31;0,97;19,19;0,49;-2,0%;0,86;491.019.000;124.172.000;33.227.000;90.945.000;127.208.000;251.518.000;108.922.000;12.636.000;8.022.000
CBEE3;18,00;ON;07/02/2020;AMPLA ENERG ON;18,00;Energia Elétrica;23,75;Energia Elétrica;14.292;2.999.410.000;31/12/2019;6.580.690.000;166.634.000;10,74;1,68;0,82;21,97;5,29;16,5%;0,51;9,6%;0,28;4,7%;-3,00;5,4%;-0,70;6,1%;0,0%;7,6%;6,50;0,72;11,61;1,09;4,7%;0,56;10.567.800.000;3.990.600.000;409.320.000;3.581.280.000;2.610.950.000;3.660.980.000;1.554.090.000;179.975.000;113.297.000
CCPR3;25,75;ON;21/02/2020;CYRELA COMMERCIAL PROPERTIES SA EMP PART ON;11,56;Exploração de Imóveis;26,49;Exploração de Imóveis;10.006.700;4.251.690.000;31/12/2019;5.357.230.000;165.114.000;129,59;0,20;2,23;11,53;17,16;65,3%;9,03;52,6%;0,80;20,6%;5,70;4,7%;-3,72;5,6%;0,0%;1,7%;18,36;3,88;21,62;1,05;5,7%;0,09;5.311.610.000;2.004.760.000;899.209.000;1.105.550.000;1.004.570.000;1.904.030.000;128.474.000;63.168.000;38.036.000
CCRO3;18,15;ON NM;21/02/2020;COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM;10,74;Transporte;20,08;Exploração de Rodovias;107.206.000;36.663.000.000;30/09/2019;49.916.000.000;2.020.000.000;49,64;0,37;4,19;4,33;11,21;41,2%;3,60;32,1%;1,17;6,0%;121,29;10,4%;-2,17;12,0%;4,2%;8,4%;9,74;1,06;15,26;1,94;5,2%;0,33;31.327.800.000;16.955.100.000;3.702.120.000;13.253.000.000;5.475.400.000;8.742.880.000;2.698.760.000;869.869.000;340.246.000
CCXC3;1,16;ON NM;17/01/2020;CCX CARVAO ON NM;1,14;Mineração;3,36;Minerais Metálicos;20.139;1.973.160;30/09/2019;1.564.160;1.701.000;-0,48;-2,43;-0,04;-30,98;-0,65;-;-;-;0,18;0,0%;-;-28,5%;-;-;0,0%;7,9%;-0,52;-;-0,52;-;-;-;10.669.000;0;409.000;-409.000;10.669.000;-52.699.000;0;-750.000;1.446.000
CEAB3;17,50;ON NM;21/02/2020;CEA MODAS ON NM;14,82;Comércio;19,12;Tecidos, Vestuário e Calçados;28.120.300;5.394.290.000;30/09/2019;6.830.380.000;308.245.000;0,00;0,00;2,82;6,20;-;-;-;-;0,97;-;5,56;0,0%;-3,74;-;0,0%;-;-;1,79;-;0,85;-;-;5.547.550.000;1.624.830.000;188.732.000;1.436.090.000;2.195.080.000;1.912.020.000;1.251.840.000;49.963.000;19.108.000
CEBR3;72,09;ON;06/02/2020;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON;23,76;Energia Elétrica;74,95;Energia Elétrica;33.534;1.039.250.000;30/06/2019;1.258.910.000;14.416.000;9,67;7,46;2,65;27,16;8,37;17,2%;0,39;4,6%;0,29;5,3%;8,92;3,5%;-0,78;4,2%;0,1%;27,5%;6,92;1,08;10,13;1,26;4,1%;0,75;3.592.870.000;491.931.000;272.272.000;219.659.000;1.663.430.000;391.531.000;663.868.000;59.204.000;26.543.000
CEBR5;82,00;PNA;11/02/2020;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA;27,29;Energia Elétrica;82,00;Energia Elétrica;7.743;1.182.110.000;30/06/2019;1.401.770.000;14.416.000;10,99;7,46;3,02;27,16;9,52;17,2%;0,44;4,6%;0,33;5,3%;10,15;3,5%;-0,89;4,2%;4,8%;27,5%;7,70;1,08;11,29;1,26;4,1%;0,75;3.592.870.000;491.931.000;272.272.000;219.659.000;1.663.430.000;391.531.000;663.868.000;59.204.000;26.543.000
CEBR6;70,00;PNB;20/02/2020;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB;20,51;Energia Elétrica;72,90;Energia Elétrica;52.956;1.009.120.000;30/06/2019;1.228.780.000;14.416.000;9,39;7,46;2,58;27,16;8,12;17,2%;0,38;4,6%;0,28;5,3%;8,66;3,5%;-0,76;4,2%;0,1%;27,5%;6,75;1,08;9,89;1,26;4,1%;0,75;3.592.870.000;491.931.000;272.272.000;219.659.000;1.663.430.000;391.531.000;663.868.000;59.204.000;26.543.000
CEDO3;9,00;ON;21/02/2020;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON;5,11;Tecidos, Vestuário e Calçados;12,95;Fios e Tecidos;6.661;90.000.000;30/09/2019;303.048.000;10.000.000;1,75;5,15;0,49;18,52;-4,44;8,8%;0,13;-3,0%;0,12;8,1%;-4,90;-2,7%;-0,41;-3,1%;0,0%;27,8%;-977,57;0,95;-14,96;1,26;12,3%;0,89;756.471.000;233.362.000;20.314.000;213.048.000;327.415.000;185.246.000;185.715.000;1.107.000;-9.415.000
CEDO4;8,00;PN;20/02/2020;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN;5,38;Tecidos, Vestuário e Calçados;13,50;Fios e Tecidos;37.636;80.000.000;30/09/2019;293.048.000;10.000.000;1,55;5,15;0,43;18,52;-3,95;8,8%;0,12;-3,0%;0,11;8,1%;-4,36;-2,7%;-0,36;-3,1%;0,0%;27,8%;-945,32;0,95;-14,47;1,26;12,3%;0,89;756.471.000;233.362.000;20.314.000;213.048.000;327.415.000;185.246.000;185.715.000;1.107.000;-9.415.000
CEEB3;43,80;ON;20/02/2020;COELBA ON;27,37;Energia Elétrica;44,00;Energia Elétrica;6.050;11.479.800.000;31/12/2019;18.336.400.000;262.096.000;11,37;3,85;2,20;19,91;6,49;22,8%;1,12;17,3%;0,61;9,9%;16,78;9,3%;-1,25;10,4%;4,8%;19,3%;8,06;1,18;10,36;1,48;11,3%;0,54;18.945.500.000;7.715.150.000;858.579.000;6.856.570.000;4.505.950.000;5.219.270.000;5.197.910.000;865.754.000;483.889.000
CEEB5;38,91;PNA;19/12/2019;COELBA PNA;29,57;Energia Elétrica;38,91;Energia Elétrica;0;10.198.200.000;31/12/2019;17.054.700.000;262.096.000;10,10;3,85;1,95;19,91;5,76;22,8%;1,00;17,3%;0,54;9,9%;14,91;9,3%;-1,11;10,4%;0,0%;19,3%;7,50;1,18;9,64;1,48;11,3%;0,54;18.945.500.000;7.715.150.000;858.579.000;6.856.570.000;4.505.950.000;5.219.270.000;5.197.910.000;865.754.000;483.889.000
CEED3;100,00;ON N1;29/01/2020;CEEE-D ON N1;45,00;Energia Elétrica;112,00;Energia Elétrica;953;968.100.000;30/09/2019;1.717.360.000;9.681.000;-0,85;-117,38;-0,29;-346,26;-1,85;-7,0%;0,30;-16,0%;0,26;-34,7%;-0,32;-13,9%;-0,16;-17,3%;0,0%;33,9%;-4,24;0,24;-3,28;-0,24;-20,0%;0,87;3.749.730.000;803.564.000;54.306.000;749.258.000;947.620.000;-3.352.110.000;687.149.000;-268.171.000;-535.142.000
CEED4;110,00;PN N1;16/01/2020;CEEE-D PN N1;49,00;Energia Elétrica;110,00;Energia Elétrica;268;1.064.910.000;30/09/2019;1.814.170.000;9.681.000;-0,94;-117,38;-0,32;-346,26;-2,04;-7,0%;0,32;-16,0%;0,28;-34,7%;-0,35;-13,9%;-0,17;-17,3%;0,0%;33,9%;-4,48;0,24;-3,47;-0,24;-20,0%;0,87;3.749.730.000;803.564.000;54.306.000;749.258.000;947.620.000;-3.352.110.000;687.149.000;-268.171.000;-535.142.000
CEGR3;60,00;ON;21/02/2020;CEG ON;45,00;Gás;60,00;Gás;2.044;15.578.300.000;30/09/2019;16.152.700.000;259.638.000;86,46;0,69;12,29;4,88;36,22;23,6%;3,51;9,7%;4,63;4,1%;-67,21;12,8%;-11,90;15,4%;0,0%;14,2%;28,82;0,77;37,55;0,59;1,5%;1,32;3.363.010.000;751.638.000;177.182.000;574.456.000;785.871.000;1.267.850.000;1.210.640.000;135.605.000;89.347.000
CEPE5;26,61;PNA;11/02/2020;CELPE PNA;15,54;Energia Elétrica;27,05;Energia Elétrica;2.148;1.985.430.000;31/12/2019;1.989.830.000;74.612.000;10.949,70;0,00;1.218,76;0,02;2.858,91;16,9%;326,26;11,4%;250,03;3,0%;1.012.460,00;8,7%;-460,89;9,9%;4,6%;11,1%;2.070,41;1,00;2.865,24;2,86;-73,0%;0,77;7.940.900;4.666.920;267.036;4.399.880;2.004.000;1.629.050;-3.032.970.000;-328.497.000;-80.867.700
CEPE6;17,46;PNB;13/12/2019;CELPE PNB;17,46;Energia Elétrica;18,61;Energia Elétrica;0;1.302.730.000;31/12/2019;1.307.130.000;74.612.000;7.184,60;0,00;799,68;0,02;1.875,86;16,9%;214,07;11,4%;164,05;3,0%;664.317,00;8,7%;-302,41;9,9%;7,8%;11,1%;1.360,06;1,00;1.882,19;2,86;-73,0%;0,77;7.940.900;4.666.920;267.036;4.399.880;2.004.000;1.629.050;-3.032.970.000;-328.497.000;-80.867.700
CESP3;34,66;ON;21/02/2020;CESP CIA ENERGETICA SAO PAULO ON;20,42;Energia Elétrica;34,66;Energia Elétrica;1.813.830;11.351.300.000;31/12/2019;12.452.300.000;327.503.000;9,76;3,55;1,59;21,82;52,52;30,5%;7,22;13,8%;0,88;74,0%;177,84;1,7%;-2,38;1,8%;2,6%;16,3%;20,90;1,07;57,62;0,25;-12,0%;0,12;12.929.700.000;1.791.330.000;690.276.000;1.101.060.000;1.020.620.000;7.144.910.000;432.835.000;127.340.000;1.333.120.000
CESP5;34,50;PNA;20/02/2020;CESP CIA ENERGETICA SAO PAULO PNA;21,65;Energia Elétrica;37,80;Energia Elétrica;7.302;11.298.900.000;31/12/2019;12.399.900.000;327.503.000;9,72;3,55;1,58;21,82;52,28;30,5%;7,19;13,8%;0,87;74,0%;177,02;1,7%;-2,37;1,8%;5,3%;16,3%;20,82;1,07;57,37;0,25;-12,0%;0,12;12.929.700.000;1.791.330.000;690.276.000;1.101.060.000;1.020.620.000;7.144.910.000;432.835.000;127.340.000;1.333.120.000
CESP6;34,61;PNB;21/02/2020;CESP CIA ENERGETICA SAO PAULO PNB;22,58;Energia Elétrica;35,40;Energia Elétrica;59.972.400;11.334.900.000;31/12/2019;12.435.900.000;327.503.000;9,75;3,55;1,59;21,82;52,45;30,5%;7,21;13,8%;0,88;74,0%;177,59;1,7%;-2,38;1,8%;2,6%;16,3%;20,88;1,07;57,54;0,25;-12,0%;0,12;12.929.700.000;1.791.330.000;690.276.000;1.101.060.000;1.020.620.000;7.144.910.000;432.835.000;127.340.000;1.333.120.000
CGAS3;181,00;ON;19/02/2020;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON;63,49;Gás;248,74;Gás;38.666;23.986.300.000;31/12/2019;28.147.800.000;132.521.000;17,54;10,32;46,17;3,92;10,83;32,7%;2,52;23,3%;2,84;14,4%;-1.514,58;26,2%;-4,67;35,6%;15,0%;263,2%;11,02;0,99;12,71;10,10;9,7%;1,13;8.451.720.000;5.244.940.000;1.083.410.000;4.161.530.000;2.792.060.000;519.508.000;2.529.840.000;582.258.000;367.171.000
CGAS5;204,00;PNAS;21/02/2020;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS;59,60;Gás;244,36;Gás;1.947.550;27.034.300.000;31/12/2019;31.195.800.000;132.521.000;19,77;10,32;52,04;3,92;12,21;32,7%;2,84;23,3%;3,20;14,4%;-1.707,04;26,2%;-5,26;35,6%;14,1%;263,2%;12,22;0,99;14,08;10,10;9,7%;1,13;8.451.720.000;5.244.940.000;1.083.410.000;4.161.530.000;2.792.060.000;519.508.000;2.529.840.000;582.258.000;367.171.000
CGRA3;30,50;ON;21/02/2020;GRAZZIOTIN ON;21,78;Comércio;31,00;Tecidos, Vestuário e Calçados;78.088;613.080.000;30/09/2019;567.224.000;20.101.000;11,31;2,70;1,16;26,40;14,25;53,2%;1,30;9,1%;0,79;11,5%;3,18;5,5%;10,57;6,5%;4,3%;10,2%;9,85;2,74;13,18;-;4,3%;0,61;776.108.000;0;45.856.300;-45.856.300;303.448.000;530.643.000;113.706.000;5.626.610;12.390.800
CGRA4;33,50;PN;21/02/2020;GRAZZIOTIN PN;21,92;Comércio;34,50;Tecidos, Vestuário e Calçados;379.999;673.383.000;30/09/2019;627.527.000;20.101.000;12,42;2,70;1,27;26,40;15,65;53,2%;1,43;9,1%;0,87;11,5%;3,49;5,5%;11,61;6,5%;3,9%;10,2%;10,90;2,74;14,58;-;4,3%;0,61;776.108.000;0;45.856.300;-45.856.300;303.448.000;530.643.000;113.706.000;5.626.610;12.390.800
CIEL3;7,05;ON NM;21/02/2020;CIELO ON NM;6,31;Serviços Financeiros Diversos;11,00;Serviços Financeiros Diversos;110.830.000;19.153.500.000;31/12/2019;18.745.300.000;2.716.820.000;12,12;0,58;2,02;3,48;13,23;50,2%;3,61;27,3%;0,20;29,8%;3,10;1,5%;-5,74;11,8%;3,7%;16,7%;10,42;1,08;12,95;0,82;-14,2%;0,06;93.517.100.000;7.716.810.000;8.125.050.000;-408.241.000;80.714.800.000;9.467.350.000;1.290.520.000;216.710.000;242.403.000
CLSC3;55,00;ON N2;17/02/2020;CELESC ON N2;43,98;Energia Elétrica;57,70;Energia Elétrica;134;2.121.460.000;30/09/2019;3.023.490.000;38.572.000;10,55;5,21;1,05;52,51;6,78;11,9%;0,28;4,1%;0,20;2,6%;-25,88;2,9%;-0,44;3,4%;4,0%;9,9%;5,63;0,98;9,66;0,76;3,6%;0,71;10.812.300.000;1.529.360.000;627.337.000;902.028.000;3.950.820.000;2.025.410.000;2.027.130.000;137.709.000;99.141.000
CLSC4;60,00;PN N2;21/02/2020;CELESC PN N2;35,37;Energia Elétrica;60,00;Energia Elétrica;1.086.490;2.314.320.000;30/09/2019;3.216.350.000;38.572.000;11,51;5,21;1,14;52,51;7,39;11,9%;0,30;4,1%;0,21;2,6%;-28,23;2,9%;-0,48;3,4%;4,1%;9,9%;5,99;0,98;10,27;0,76;3,6%;0,71;10.812.300.000;1.529.360.000;627.337.000;902.028.000;3.950.820.000;2.025.410.000;2.027.130.000;137.709.000;99.141.000
CMIG3;16,38;ON N1;21/02/2020;CEMIG ON N1;13,77;Energia Elétrica;18,77;Energia Elétrica;22.323.900;23.894.400.000;30/09/2019;37.520.200.000;1.458.750.000;6,58;2,49;1,39;11,80;5,09;22,9%;0,98;19,2%;0,48;15,0%;9,47;9,4%;-1,06;10,1%;4,4%;21,1%;6,66;1,32;7,99;0,88;3,9%;0,49;50.062.700.000;15.184.300.000;1.558.450.000;13.625.900.000;10.297.600.000;17.207.300.000;6.070.790.000;-81.830.000;-281.986.000
